SeqNo,Date,UTC Time,int_hor_pos(m),src_hor_pos(m),mrk_hor_pos(m),int_ver_pos(m),src_ver_pos(m),mrk_ver_pos(m),int_mas_trq(Nm),src_mas_trq(Nm),int_sla_trq(Nm),src_sla_trq(Nm),int_ver_trq(Nm),src_ver_trq(Nm),xray_active(-),error_code(-),rt_ts(ms)
3576,2026-03-19,16:37:36.526,10.008820,10.008423,9.961025,0.460388,0.461662,0.451621,-64.820534,61.345428,-53.116543,50.260147,1.450195,0.117188,13716.062500,-1.000000,1.997396
3577,2026-03-19,16:37:36.528,10.009247,10.008850,9.961939,0.459957,0.461220,0.451279,-60.695778,57.241299,-49.703304,46.898472,2.216797,0.761719,13714.187500,-1.000000,1.998313
3578,2026-03-19,16:37:36.530,10.009674,10.009247,9.962842,0.459503,0.460762,0.450926,-56.581337,53.188725,-46.341629,43.598667,2.993164,1.484375,13716.062500,-1.000000,1.999584
3579,2026-03-19,16:37:36.532,10.010040,10.009613,9.963843,0.459034,0.460293,0.450580,-52.456581,49.228958,-43.000576,40.319489,3.764648,2.167969,13715.750000,-1.000000,1.999271
3580,2026-03-19,16:37:36.534,10.010376,10.009972,9.964615,0.458546,0.459816,0.450202,-48.239017,45.135139,-39.494537,36.947498,4.541016,2.944336,13712.625000,-1.000000,2.009385
3581,2026-03-19,16:37:36.536,10.010712,10.010292,9.965615,0.458042,0.459328,0.449899,-44.279251,41.515667,-36.277225,33.967361,5.297852,3.613281,13715.375000,-1.000000,1.997258
3582,2026-03-19,16:37:36.538,10.010986,10.010590,9.966431,0.457527,0.458836,0.449551,-39.989506,37.555901,-32.802120,30.739742,6.196289,4.301758,13716.062500,-1.000000,2.003076
3583,2026-03-19,16:37:36.540,10.011261,10.010880,9.967246,0.456993,0.458324,0.449184,-36.019428,33.967361,-29.605434,27.780230,7.080078,4.960938,13715.937500,-1.000000,2.023349
3584,2026-03-19,16:37:36.542,10.011505,10.011139,9.968225,0.456451,0.457802,0.448839,-32.162781,30.389137,-26.357189,24.903212,7.915039,5.498047,13716.312500,-1.000000,1.965939
3585,2026-03-19,16:37:36.544,10.011719,10.011383,9.969061,0.455902,0.457272,0.448521,-28.079275,26.697481,-23.016136,21.840582,8.750000,6.113281,13718.625000,-1.000000,1.999376
3586,2026-03-19,16:37:36.546,10.011932,10.011604,9.969845,0.455345,0.456730,0.448154,-24.284498,23.222374,-19.912258,19.015123,9.584961,6.669922,13717.375000,-1.000000,2.002787
3587,2026-03-19,16:37:36.548,10.012085,10.011810,9.970694,0.454781,0.456173,0.447863,-20.592842,19.953506,-16.870251,16.385592,10.385742,7.216797,13712.750000,-1.000000,1.995796
3588,2026-03-19,16:37:36.550,10.012268,10.012001,9.971559,0.454212,0.455608,0.447593,-16.963058,16.684637,-13.890115,13.694189,11.206055,7.861328,13715.562500,-1.000000,1.999809
3589,2026-03-19,16:37:36.552,10.012421,10.012184,9.972393,0.453644,0.455040,0.447315,-13.333273,13.415768,-10.889355,11.064657,12.001953,8.544922,13714.937500,-1.000000,1.999604
3590,2026-03-19,16:37:36.554,10.012543,10.012360,9.973372,0.453064,0.454464,0.447026,-9.858166,10.260330,-8.053585,8.486685,12.749023,9.277344,13712.562500,-1.000000,2.000059
3591,2026-03-19,16:37:36.556,10.012665,10.012520,9.974272,0.452488,0.453892,0.446740,-6.310876,7.001773,-5.063138,5.733410,13.417969,10.019531,13715.812500,-1.000000,2.014413
3592,2026-03-19,16:37:36.558,10.012787,10.012672,9.975163,0.451908,0.453320,0.446546,-2.866705,3.918518,-2.330487,3.299804,14.086914,10.708008,13716.750000,-1.000000,1.989881
3593,2026-03-19,16:37:36.560,10.012909,10.012825,9.975961,0.451328,0.452747,0.446331,0.381540,1.010565,0.309357,0.835263,14.794922,11.450195,13715.812500,-1.000000,2.005295
3594,2026-03-19,16:37:36.562,10.013031,10.012970,9.976785,0.450745,0.452183,0.446078,3.382300,-1.495224,2.753274,-1.165244,15.439453,12.114258,13715.562500,-1.000000,1.989064
3595,2026-03-19,16:37:36.564,10.013153,10.013107,9.977923,0.450169,0.451618,0.445937,6.372747,-4.248498,5.248752,-3.371988,16.074219,12.700195,13718.062500,-1.000000,1.999518
3596,2026-03-19,16:37:36.566,10.013275,10.013260,9.978761,0.449593,0.451054,0.445692,9.713799,-7.290505,8.063897,-5.919024,16.762695,13.334961,13715.375000,-1.000000,2.000357
3597,2026-03-19,16:37:36.568,10.013367,10.013428,9.979731,0.449024,0.450497,0.445450,12.508322,-9.847855,10.291265,-8.022650,17.294922,13.837891,13713.062500,-1.000000,1.998735
3598,2026-03-19,16:37:36.570,10.013458,10.013557,9.980683,0.448460,0.449940,0.445209,15.313155,-12.394891,12.652688,-10.095340,17.880859,14.291992,13716.000000,-1.000000,2.022777
3599,2026-03-19,16:37:36.572,10.013550,10.013680,9.981477,0.447906,0.449387,0.445033,18.066429,-14.756313,14.838808,-12.003039,18.413086,14.638672,13715.125000,-1.000000,1.988876
3600,2026-03-19,16:37:36.574,10.013641,10.013802,9.982145,0.447357,0.448837,0.444760,20.458788,-16.767132,16.767132,-13.683877,18.925781,15.078125,13713.312500,-1.000000,1.988071
3601,2026-03-19,16:37:36.576,10.013763,10.013916,9.983166,0.446819,0.448292,0.444558,22.418047,-18.417034,18.396410,-15.055358,19.301758,15.454102,13715.250000,-1.000000,1.999098
3602,2026-03-19,16:37:36.578,10.013885,10.014038,9.984179,0.446289,0.447754,0.444358,24.820717,-20.665026,20.335045,-16.890875,19.648438,15.869141,13717.187500,-1.000000,1.999082
3603,2026-03-19,16:37:36.580,10.014008,10.014160,9.985087,0.445770,0.447224,0.444155,27.068708,-22.851147,22.170561,-18.726391,20.083008,16.367188,13716.000000,-1.000000,1.997925
3604,2026-03-19,16:37:36.582,10.014130,10.014297,9.986020,0.445251,0.446701,0.444015,28.997032,-24.892900,23.758593,-20.376293,20.634766,16.972656,13716.062500,-1.000000,2.006230
3605,2026-03-19,16:37:36.584,10.014252,10.014435,9.986979,0.444744,0.446186,0.443867,30.842861,-26.934654,25.284752,-22.036507,21.210938,17.612305,13717.875000,-1.000000,1.995427
3606,2026-03-19,16:37:36.586,10.014435,10.014580,9.987952,0.444244,0.445686,0.443718,32.637131,-28.893913,26.707792,-23.676098,21.777344,18.227539,13716.312500,-1.000000,2.001479
3607,2026-03-19,16:37:36.588,10.014618,10.014732,9.988808,0.443752,0.445194,0.443505,34.287033,-30.863483,28.058651,-25.243505,22.324219,18.813477,13713.750000,-1.000000,1.997977
3608,2026-03-19,16:37:36.590,10.014771,10.014893,9.989794,0.443272,0.444717,0.443374,35.462585,-32.492764,29.017656,-26.604673,22.797852,19.311523,13716.062500,-1.000000,2.003268
3609,2026-03-19,16:37:36.592,10.014984,10.015068,9.990490,0.442806,0.444248,0.443103,36.710327,-34.235474,30.059156,-28.038027,23.325195,19.799805,13715.187500,-1.000000,1.993883
3610,2026-03-19,16:37:36.594,10.015228,10.015259,9.991635,0.442352,0.443794,0.443073,37.318726,-35.359467,30.543816,-28.976408,23.686523,20.122070,13713.187500,-1.000000,2.000417
3611,2026-03-19,16:37:36.596,10.015442,10.015450,9.992585,0.441906,0.443356,0.442811,38.453033,-37.091866,31.451262,-30.409761,24.248047,20.571289,13715.562500,-1.000000,1.996951
3612,2026-03-19,16:37:36.598,10.015686,10.015656,9.993596,0.441471,0.442932,0.442716,39.040813,-38.298355,31.935921,-31.410015,24.594727,20.771484,13717.000000,-1.000000,2.002554
3613,2026-03-19,16:37:36.600,10.015961,10.015877,9.994488,0.441051,0.442524,0.442507,39.700775,-39.607967,32.472137,-32.472137,25.024414,21.064453,13715.562500,-1.000000,2.023679
3614,2026-03-19,16:37:36.602,10.016235,10.016113,9.995468,0.440647,0.442131,0.442321,39.937946,-40.587597,32.678375,-33.245529,25.288086,21.230469,13716.000000,-1.000000,1.976674
3615,2026-03-19,16:37:36.604,10.016571,10.016373,9.996307,0.440254,0.441757,0.442170,40.185432,-41.536289,32.863991,-34.060169,25.507813,21.372070,13717.750000,-1.000000,2.007914
3616,2026-03-19,16:37:36.606,10.016876,10.016647,9.997082,0.439877,0.441399,0.441868,40.092625,-42.134380,32.791809,-34.513893,25.708008,21.435547,13716.187500,-1.000000,1.995012
3617,2026-03-19,16:37:36.608,10.017212,10.016937,9.998052,0.439514,0.441059,0.441743,39.721397,-42.361240,32.441204,-34.730442,25.712891,21.313477,13713.187500,-1.000000,1.997404
3618,2026-03-19,16:37:36.610,10.017578,10.017258,9.998924,0.439163,0.440735,0.441574,39.587341,-42.784027,32.338085,-35.060425,25.791016,21.279297,13715.625000,-1.000000,1.997960
3619,2026-03-19,16:37:36.612,10.017975,10.017593,9.999780,0.438824,0.440430,0.441371,39.133621,-42.887146,31.987480,-35.122295,25.815430,21.162109,13714.687500,-1.000000,1.996986
3620,2026-03-19,16:37:36.614,10.018372,10.017944,10.000646,0.438492,0.440144,0.441136,38.442722,-42.701534,31.451262,-34.988239,25.742188,20.937500,13714.125000,-1.000000,2.000670
3621,2026-03-19,16:37:36.616,10.018768,10.018326,10.001505,0.438175,0.439873,0.440875,37.555901,-42.423111,30.811924,-34.720131,25.639648,20.673828,13714.562500,-1.000000,1.998811
3622,2026-03-19,16:37:36.618,10.019226,10.018715,10.002320,0.437874,0.439621,0.440677,36.627831,-41.948765,30.069469,-34.338593,25.478516,20.283203,13717.875000,-1.000000,1.998640
3623,2026-03-19,16:37:36.620,10.019684,10.019135,10.003167,0.437592,0.439381,0.440416,35.524460,-41.165062,29.151711,-33.719879,25.356445,19.902344,13716.187500,-1.000000,2.003167
3624,2026-03-19,16:37:36.622,10.020142,10.019569,10.003928,0.437325,0.439152,0.440194,34.348904,-40.216370,28.141146,-33.018669,25.141602,19.448242,13716.062500,-1.000000,1.999474
3625,2026-03-19,16:37:36.624,10.020630,10.020020,10.004680,0.437080,0.438934,0.439948,32.998047,-38.999565,27.027462,-31.977169,24.897461,18.989258,13717.062500,-1.000000,2.004388
3626,2026-03-19,16:37:36.626,10.021118,10.020500,10.005560,0.436848,0.438732,0.439687,31.595629,-37.576523,25.841595,-30.822237,24.545898,18.530273,13715.750000,-1.000000,1.991966
3627,2026-03-19,16:37:36.628,10.021667,10.020996,10.006480,0.436626,0.438541,0.439407,30.347889,-36.328785,24.800093,-29.791048,24.140625,18.081055,13712.437500,-1.000000,1.998953
3628,2026-03-19,16:37:36.630,10.022186,10.021507,10.007644,0.436420,0.438358,0.439162,29.162022,-35.070736,23.830776,-28.697989,23.593750,17.607422,13715.937500,-1.000000,2.021670
3629,2026-03-19,16:37:36.632,10.022705,10.022034,10.008609,0.436218,0.438190,0.438888,28.306135,-34.163288,23.212063,-27.976156,23.051758,17.172852,13715.687500,-1.000000,1.977192
3630,2026-03-19,16:37:36.634,10.023285,10.022591,10.009624,0.436028,0.438034,0.438561,27.192451,-32.987732,22.366488,-26.975903,22.470703,16.689453,13714.375000,-1.000000,2.007815
3631,2026-03-19,16:37:36.636,10.023834,10.023163,10.010693,0.435844,0.437885,0.438242,26.254070,-31.925610,21.572472,-26.099392,21.840820,16.147461,13715.750000,-1.000000,1.994919
3632,2026-03-19,16:37:36.638,10.024384,10.023743,10.011827,0.435669,0.437748,0.437992,25.470366,-30.811924,20.871264,-25.243505,21.240234,15.625000,13717.812500,-1.000000,1.997799
3633,2026-03-19,16:37:36.640,10.024994,10.024345,10.012848,0.435501,0.437618,0.437684,24.934149,-29.749800,20.458788,-24.397930,20.727539,15.156250,13716.000000,-1.000000,1.997803
3634,2026-03-19,16:37:36.642,10.025574,10.024963,10.013824,0.435345,0.437496,0.437409,24.439177,-28.636116,19.974129,-23.469860,20.185547,14.624023,13716.312500,-1.000000,1.998356
3635,2026-03-19,16:37:36.644,10.026184,10.025589,10.014869,0.435200,0.437382,0.437168,23.830776,-27.450249,19.448223,-22.510855,19.687500,14.135742,13717.312500,-1.000000,1.998950
3636,2026-03-19,16:37:36.646,10.026794,10.026230,10.016125,0.435066,0.437271,0.436878,23.449236,-26.470619,19.180115,-21.654966,19.218750,13.686523,13717.875000,-1.000000,2.000236
3637,2026-03-19,16:37:36.648,10.027405,10.026886,10.017093,0.434937,0.437164,0.436616,23.407988,-25.924089,19.252296,-21.190931,18.725586,13.208008,13712.500000,-1.000000,1.999300
3638,2026-03-19,16:37:36.650,10.028015,10.027557,10.018044,0.434814,0.437057,0.436405,23.047071,-24.996019,18.963564,-20.458788,18.242188,12.773438,13715.687500,-1.000000,2.000705
3639,2026-03-19,16:37:36.652,10.028656,10.028236,10.019063,0.434692,0.436954,0.436178,22.809898,-24.037014,18.716080,-19.747269,17.773438,12.382813,13715.187500,-1.000000,1.998414
3640,2026-03-19,16:37:36.654,10.029297,10.028931,10.020082,0.434578,0.436855,0.435979,22.768652,-23.129568,18.654207,-19.004812,17.294922,12.036133,13714.375000,-1.000000,2.000508
3641,2026-03-19,16:37:36.656,10.029938,10.029640,10.021057,0.434467,0.436756,0.435837,22.748028,-22.314928,18.561401,-18.293291,16.865234,11.757813,13715.375000,-1.000000,1.998486
3642,2026-03-19,16:37:36.658,10.030609,10.030357,10.021955,0.434361,0.436657,0.435710,22.789274,-21.541536,18.561401,-17.643642,16.567383,11.547852,13717.812500,-1.000000,2.006918
3643,2026-03-19,16:37:36.660,10.031281,10.031082,10.023122,0.434254,0.436554,0.435535,22.613974,-20.644402,18.551088,-16.880562,16.284180,11.425781,13716.125000,-1.000000,2.027651
3644,2026-03-19,16:37:36.662,10.031952,10.031822,10.024165,0.434151,0.436451,0.435395,22.830523,-20.252550,18.777950,-16.581518,16.040039,11.313477,13716.125000,-1.000000,1.981690
3645,2026-03-19,16:37:36.664,10.032623,10.032562,10.025140,0.434055,0.436344,0.435261,22.943953,-19.582277,18.788261,-16.127794,15.854492,11.259766,13716.937500,-1.000000,1.985845
3646,2026-03-19,16:37:36.666,10.033325,10.033310,10.026088,0.433960,0.436237,0.435129,22.943953,-18.901693,18.808886,-15.509081,15.698242,11.254883,13716.000000,-1.000000,2.015095
3647,2026-03-19,16:37:36.668,10.034027,10.034065,10.027131,0.433868,0.436127,0.434993,22.923330,-18.231421,18.777950,-14.983175,15.600586,11.308594,13712.687500,-1.000000,1.981362
3648,2026-03-19,16:37:36.670,10.034760,10.034828,10.028245,0.433777,0.436012,0.434864,23.119255,-17.818945,18.839821,-14.622259,15.507813,11.381836,13716.125000,-1.000000,1.999079
3649,2026-03-19,16:37:36.672,10.035492,10.035599,10.029322,0.433689,0.435898,0.434779,23.284246,-17.653954,19.107931,-14.446957,15.405273,11.508789,13715.312500,-1.000000,2.000971
3650,2026-03-19,16:37:36.674,10.036224,10.036377,10.030300,0.433601,0.435783,0.434661,23.253309,-17.468340,19.149178,-14.354150,15.371094,11.694336,13714.500000,-1.000000,1.994668
3651,2026-03-19,16:37:36.676,10.036987,10.037155,10.031256,0.433514,0.435661,0.434540,23.139879,-17.117737,19.025436,-14.065417,15.332031,11.879883,13715.062500,-1.000000,1.999631
3652,2026-03-19,16:37:36.678,10.037750,10.037941,10.032238,0.433426,0.435547,0.434449,22.943953,-16.777443,18.850134,-13.817931,15.288086,12.089844,13718.125000,-1.000000,2.000217
3653,2026-03-19,16:37:36.680,10.038513,10.038734,10.033214,0.433338,0.435429,0.434300,22.840834,-16.581518,18.643896,-13.560134,15.278320,12.270508,13715.812500,-1.000000,2.001064
3654,2026-03-19,16:37:36.682,10.039276,10.039536,10.034206,0.433250,0.435314,0.434165,22.644909,-16.416527,18.468594,-13.436392,15.273438,12.456055,13715.375000,-1.000000,1.997534
3655,2026-03-19,16:37:36.684,10.040100,10.040337,10.035172,0.433155,0.435200,0.434040,22.273680,-16.323721,18.344851,-13.343585,15.273438,12.622070,13716.625000,-1.000000,1.998945
3656,2026-03-19,16:37:36.686,10.040894,10.041145,10.036263,0.433060,0.435093,0.433975,21.830269,-16.076235,17.891129,-13.188907,15.327148,12.758789,13716.000000,-1.000000,2.010752
3657,2026-03-19,16:37:36.688,10.041718,10.041962,10.037400,0.432961,0.434982,0.433873,21.500288,-16.148418,17.623018,-13.199218,15.488281,12.939453,13712.625000,-1.000000,1.989704
3658,2026-03-19,16:37:36.690,10.042542,10.042786,10.038421,0.432861,0.434872,0.433771,21.386858,-16.354656,17.437405,-13.384832,15.629883,13.007813,13715.750000,-1.000000,2.027403
3659,2026-03-19,16:37:36.692,10.043365,10.043610,10.039545,0.432762,0.434765,0.433614,21.077501,-16.385592,17.158983,-13.384832,15.830078,13.095703,13715.250000,-1.000000,1.973516
3660,2026-03-19,16:37:36.694,10.044189,10.044434,10.040611,0.432667,0.434654,0.433508,20.778456,-16.705261,17.097113,-13.611693,15.996094,13.120117,13714.812500,-1.000000,2.004082
3661,2026-03-19,16:37:36.696,10.045044,10.045273,10.041818,0.432571,0.434544,0.433420,20.345358,-16.818691,16.694948,-13.766372,16.206055,13.149414,13715.625000,-1.000000,1.992215
3662,2026-03-19,16:37:36.698,10.045898,10.046112,10.043013,0.432476,0.434433,0.433328,20.231926,-17.251791,16.560894,-14.137600,16.391602,13.237305,13717.875000,-1.000000,2.000663
3663,2026-03-19,16:37:36.700,10.046783,10.046967,10.044218,0.432381,0.434326,0.433168,20.139120,-17.633331,16.457775,-14.488204,16.557617,13.315430,13716.125000,-1.000000,2.002851
3664,2026-03-19,16:37:36.702,10.047668,10.047821,10.045488,0.432289,0.434219,0.433049,20.170055,-18.200485,16.457775,-14.890368,16.650391,13.364258,13716.375000,-1.000000,1.998767
3665,2026-03-19,16:37:36.704,10.048553,10.048676,10.046714,0.432194,0.434116,0.432971,20.087561,-18.891380,16.591829,-15.447210,16.728516,13.427734,13716.312500,-1.000000,1.996938
3666,2026-03-19,16:37:36.706,10.049438,10.049545,10.048059,0.432098,0.434017,0.432828,20.036001,-19.437912,16.468086,-15.911245,16.845703,13.505859,13715.875000,-1.000000,2.003538
3667,2026-03-19,16:37:36.708,10.050323,10.050423,10.049335,0.432003,0.433918,0.432662,20.304110,-20.252550,16.633078,-16.560894,16.855469,13.549805,13712.812500,-1.000000,2.005254
3668,2026-03-19,16:37:36.710,10.051239,10.051300,10.050578,0.431908,0.433826,0.432482,20.685650,-20.953758,16.829002,-17.148672,16.884766,13.530273,13715.625000,-1.000000,1.989487
3669,2026-03-19,16:37:36.712,10.052155,10.052200,10.051943,0.431808,0.433739,0.432272,20.974382,-21.696215,17.210543,-17.746761,16.870117,13.476563,13715.125000,-1.000000,1.999757
3670,2026-03-19,16:37:36.714,10.053070,10.053101,10.053341,0.431709,0.433655,0.432122,21.335299,-22.686155,17.602394,-18.623272,16.845703,13.354492,13715.750000,-1.000000,1.999507
3671,2026-03-19,16:37:36.716,10.054016,10.054016,10.054651,0.431618,0.433571,0.431952,21.923077,-23.707033,17.994247,-19.427599,16.879883,13.271484,13714.687500,-1.000000,1.999521
3672,2026-03-19,16:37:36.718,10.054932,10.054939,10.056178,0.431526,0.433491,0.431756,22.541790,-24.490736,18.406723,-20.097872,16.889648,13.134766,13718.562500,-1.000000,2.000634
3673,2026-03-19,16:37:36.720,10.055878,10.055878,10.057539,0.431438,0.433414,0.431509,23.655474,-25.728163,19.252296,-21.056877,16.855469,12.958984,13716.062500,-1.000000,2.030902
3674,2026-03-19,16:37:36.722,10.056854,10.056824,10.058931,0.431347,0.433338,0.431334,24.408241,-26.821224,20.087561,-21.923077,16.752930,12.724609,13715.687500,-1.000000,1.974091
3675,2026-03-19,16:37:36.724,10.057831,10.057793,10.060515,0.431263,0.433266,0.431053,25.212568,-27.656487,20.654715,-22.706779,16.660156,12.539063,13716.062500,-1.000000,1.993249
3676,2026-03-19,16:37:36.726,10.058807,10.058769,10.061900,0.431171,0.433189,0.430858,26.346876,-28.873289,21.603407,-23.645163,16.440430,12.270508,13716.312500,-1.000000,1.997189
3677,2026-03-19,16:37:36.728,10.059784,10.059753,10.063434,0.431084,0.433117,0.430594,27.491497,-29.698240,22.387112,-24.294811,16.274414,12.084961,13711.812500,-1.000000,2.007232
3678,2026-03-19,16:37:36.730,10.060760,10.060760,10.064802,0.430992,0.433044,0.430364,28.656740,-30.925356,23.572979,-25.264128,16.044922,11.840820,13715.250000,-1.000000,1.998873
3679,2026-03-19,16:37:36.732,10.061768,10.061783,10.066252,0.430897,0.432972,0.430070,29.481691,-31.688435,24.263876,-25.975649,15.825195,11.582031,13715.000000,-1.000000,1.994998
3680,2026-03-19,16:37:36.734,10.062805,10.062820,10.067707,0.430805,0.432899,0.429759,30.512880,-32.410267,25.068203,-26.594362,15.576172,11.313477,13714.875000,-1.000000,2.007194
3681,2026-03-19,16:37:36.736,10.063812,10.063873,10.069224,0.430710,0.432823,0.429495,31.770931,-33.163036,25.841595,-27.171827,15.341797,11.044922,13714.562500,-1.000000,1.996635
3682,2026-03-19,16:37:36.738,10.064880,10.064941,10.070724,0.430614,0.432743,0.429231,32.946487,-34.183914,27.048086,-27.903973,15.131836,10.771484,13717.625000,-1.000000,1.996542
3683,2026-03-19,16:37:36.740,10.065918,10.066025,10.072104,0.430523,0.432663,0.428815,33.915802,-34.771690,27.852413,-28.584557,14.946289,10.546875,13715.437500,-1.000000,1.998784
3684,2026-03-19,16:37:36.742,10.066986,10.067131,10.073519,0.430428,0.432579,0.428497,34.678883,-35.163544,28.388632,-28.821730,14.604492,10.190430,13715.500000,-1.000000,1.996545
3685,2026-03-19,16:37:36.744,10.068085,10.068245,10.074962,0.430340,0.432487,0.428216,35.833817,-35.555393,29.131086,-29.048592,14.345703,9.931641,13714.625000,-1.000000,1.999818
3686,2026-03-19,16:37:36.746,10.069183,10.069382,10.076516,0.430244,0.432396,0.427875,36.545334,-36.153484,30.028221,-29.512627,14.082031,9.721680,13717.375000,-1.000000,1.998690
3687,2026-03-19,16:37:36.748,10.070282,10.070526,10.078094,0.430157,0.432297,0.427618,37.225922,-36.473152,30.605686,-29.925102,13.759766,9.506836,13711.375000,-1.000000,2.004460
3688,2026-03-19,16:37:36.750,10.071442,10.071693,10.079638,0.430061,0.432194,0.427344,38.071495,-36.710327,31.110970,-30.162275,13.481445,9.370117,13715.125000,-1.000000,2.028419
3689,2026-03-19,16:37:36.752,10.072601,10.072876,10.081140,0.429966,0.432083,0.427029,39.185181,-37.256855,31.987480,-30.430386,13.149414,9.243164,13715.312500,-1.000000,1.969517
3690,2026-03-19,16:37:36.754,10.073730,10.074074,10.082589,0.429867,0.431973,0.426742,39.556408,-37.473404,32.585571,-30.811924,12.817383,9.082031,13715.687500,-1.000000,1.995862
3691,2026-03-19,16:37:36.756,10.074921,10.075287,10.084235,0.429764,0.431850,0.426433,39.803894,-37.401222,32.771183,-30.646935,12.490234,8.989258,13715.375000,-1.000000,1.999766
3692,2026-03-19,16:37:36.758,10.076141,10.076523,10.086020,0.429653,0.431728,0.426148,40.886642,-37.669331,33.214596,-30.770678,12.143555,8.876953,13719.062500,-1.000000,2.000254
3693,2026-03-19,16:37:36.760,10.077362,10.077766,10.087547,0.429539,0.431599,0.425865,41.711590,-38.463348,34.297344,-31.420326,11.879883,8.798828,13716.500000,-1.000000,1.999090
3694,2026-03-19,16:37:36.762,10.078583,10.079033,10.089193,0.429424,0.431461,0.425565,41.794086,-38.432411,34.369526,-31.533756,11.650391,8.720703,13716.437500,-1.000000,1.999236
3695,2026-03-19,16:37:36.764,10.079865,10.080307,10.091039,0.429302,0.431320,0.425312,42.330303,-38.576778,34.482956,-31.647188,11.406250,8.637695,13715.812500,-1.000000,1.999001
3696,2026-03-19,16:37:36.766,10.081146,10.081604,10.092881,0.429180,0.431171,0.425024,43.309933,-39.473911,35.431652,-32.224655,11.264648,8.623047,13716.250000,-1.000000,2.000712
3697,2026-03-19,16:37:36.768,10.082428,10.082909,10.094757,0.429050,0.431015,0.424845,43.639915,-39.907013,35.936935,-32.740250,11.088867,8.579102,13711.750000,-1.000000,1.998590
3698,2026-03-19,16:37:36.770,10.083740,10.084229,10.096582,0.428917,0.430851,0.424638,44.238003,-40.474167,36.256603,-33.173347,11.040039,8.613281,13716.062500,-1.000000,2.001665
3699,2026-03-19,16:37:36.772,10.085083,10.085571,10.098542,0.428780,0.430683,0.424443,45.341377,-41.350677,36.999058,-33.688942,10.971680,8.671875,13714.812500,-1.000000,2.002422
3700,2026-03-19,16:37:36.774,10.086426,10.086929,10.100507,0.428631,0.430511,0.424245,45.918842,-42.299370,37.793076,-34.689194,10.961914,8.774414,13715.125000,-1.000000,1.995950
3701,2026-03-19,16:37:36.776,10.087830,10.088295,10.102407,0.428474,0.430332,0.424059,46.537556,-43.072762,38.153992,-35.431652,10.986328,8.876953,13714.687500,-1.000000,1.998370
3702,2026-03-19,16:37:36.778,10.089203,10.089691,10.104398,0.428310,0.430153,0.423933,47.805920,-44.351437,38.948006,-36.205044,11.040039,8.989258,13718.812500,-1.000000,1.999229
3703,2026-03-19,16:37:36.780,10.090637,10.091103,10.106332,0.428135,0.429966,0.423766,48.321514,-45.423870,39.731709,-37.287792,11.225586,9.160156,13715.062500,-1.000000,2.028621
3704,2026-03-19,16:37:36.782,10.092072,10.092529,10.108269,0.427956,0.429779,0.423668,48.919601,-46.269447,40.072002,-37.906506,11.391602,9.321289,13715.687500,-1.000000,1.971488
3705,2026-03-19,16:37:36.784,10.093536,10.093979,10.110284,0.427769,0.429585,0.423566,50.177654,-47.630615,40.907265,-38.783016,11.718750,9.541016,13715.062500,-1.000000,1.999215
3706,2026-03-19,16:37:36.786,10.095032,10.095444,10.112404,0.427582,0.429390,0.423467,50.538570,-48.692741,41.536289,-39.968884,12.104492,9.760742,13715.625000,-1.000000,2.008279
3707,2026-03-19,16:37:36.788,10.096527,10.096931,10.114577,0.427391,0.429192,0.423432,51.435703,-49.744553,41.886894,-40.824768,12.500000,10.014648,13711.312500,-1.000000,1.992191
3708,2026-03-19,16:37:36.790,10.098053,10.098442,10.116721,0.427193,0.428993,0.423400,52.735001,-51.652252,43.330559,-42.196251,12.968750,10.336914,13715.875000,-1.000000,2.014453
3709,2026-03-19,16:37:36.792,10.099609,10.099968,10.118942,0.426998,0.428791,0.423293,53.137165,-52.724689,43.949272,-43.175880,13.442383,10.678711,13715.187500,-1.000000,1.994014
3710,2026-03-19,16:37:36.794,10.101166,10.101517,10.121066,0.426800,0.428585,0.423257,54.869564,-54.044613,44.557674,-44.093639,13.857422,10.976563,13715.562500,-1.000000,1.990836
3711,2026-03-19,16:37:36.796,10.102783,10.103088,10.123355,0.426601,0.428379,0.423211,55.673889,-55.673889,45.795101,-45.661045,14.282227,11.308594,13715.250000,-1.000000,1.999596
3712,2026-03-19,16:37:36.798,10.104401,10.104691,10.125544,0.426395,0.428169,0.423168,56.457592,-56.746326,46.145702,-46.815975,14.682617,11.679688,13719.437500,-1.000000,2.006160
3713,2026-03-19,16:37:36.800,10.106049,10.106323,10.127789,0.426189,0.427963,0.423053,58.025002,-58.602467,47.362507,-47.795605,15.126953,12.021484,13716.187500,-1.000000,2.003438
3714,2026-03-19,16:37:36.802,10.107727,10.107971,10.130048,0.425976,0.427761,0.422979,58.262173,-59.850204,48.156521,-49.053658,15.478516,12.319336,13716.062500,-1.000000,1.988633
3715,2026-03-19,16:37:36.804,10.109436,10.109657,10.132472,0.425762,0.427555,0.422883,59.881142,-60.819523,48.568996,-49.579563,15.878906,12.626953,13715.562500,-1.000000,1.999656
3716,2026-03-19,16:37:36.806,10.111145,10.111366,10.134934,0.425549,0.427357,0.422774,60.932953,-62.747845,50.177654,-51.394455,16.235352,12.905273,13715.875000,-1.000000,1.998371
3717,2026-03-19,16:37:36.808,10.112885,10.113098,10.137328,0.425335,0.427158,0.422709,61.840401,-63.479988,50.414825,-52.425644,16.621094,13.134766,13710.562500,-1.000000,2.000432
