SeqNo,Date,UTC Time,int_hor_pos(m),src_hor_pos(m),mrk_hor_pos(m),int_ver_pos(m),src_ver_pos(m),mrk_ver_pos(m),int_mas_trq(Nm),src_mas_trq(Nm),int_sla_trq(Nm),src_sla_trq(Nm),int_ver_trq(Nm),src_ver_trq(Nm),xray_active(-),error_code(-),rt_ts(ms)
143,2026-03-19,16:37:29.660,5.172577,5.172897,5.172079,0.423965,0.425301,0.429165,-0.855887,1.299298,-0.690897,1.041501,20.073242,16.416016,251.312500,-1.000000,1.999122
144,2026-03-19,16:37:29.662,5.172577,5.172897,5.172071,0.423965,0.425304,0.429121,-0.866199,1.299298,-0.670273,1.020877,20.087891,16.406250,251.875000,-1.000000,2.002516
145,2026-03-19,16:37:29.664,5.172577,5.172897,5.172085,0.423965,0.425304,0.429107,-0.876511,1.247739,-0.742456,1.062125,20.058594,16.357422,252.062500,-1.000000,1.996035
146,2026-03-19,16:37:29.666,5.172577,5.172897,5.172092,0.423965,0.425301,0.429114,-0.866199,1.247739,-0.690897,1.062125,20.053711,16.367188,255.500000,-1.000000,2.003373
147,2026-03-19,16:37:29.668,5.172577,5.172897,5.172109,0.423965,0.425301,0.429107,-0.824951,1.350857,-0.690897,1.051813,20.063477,16.367188,252.187500,-1.000000,2.000848
148,2026-03-19,16:37:29.670,5.172577,5.172897,5.172004,0.423965,0.425301,0.429087,-0.794015,1.319922,-0.680585,1.031189,20.058594,16.362305,253.875000,-1.000000,1.997983
149,2026-03-19,16:37:29.672,5.172577,5.172897,5.171974,0.423965,0.425301,0.429077,-1.000253,1.464288,-0.814639,1.196179,20.014648,16.342773,252.625000,-1.000000,2.004813
150,2026-03-19,16:37:29.674,5.172577,5.172897,5.172031,0.423965,0.425301,0.429148,-1.062125,1.495224,-0.845575,1.227115,20.019531,16.337891,252.687500,-1.000000,1.991522
151,2026-03-19,16:37:29.676,5.172577,5.172897,5.172045,0.423965,0.425301,0.429117,-0.948694,1.392105,-0.763080,1.113684,20.078125,16.406250,248.687500,-1.000000,1.999459
152,2026-03-19,16:37:29.678,5.172577,5.172897,5.171967,0.423965,0.425304,0.429144,-0.917758,1.412729,-0.742456,1.144620,20.063477,16.376953,252.312500,-1.000000,1.999536
153,2026-03-19,16:37:29.680,5.172577,5.172897,5.172018,0.423965,0.425304,0.429165,-1.041501,1.505536,-0.866199,1.258050,20.092773,16.391602,250.937500,-1.000000,2.000682
154,2026-03-19,16:37:29.682,5.172577,5.172897,5.171943,0.423965,0.425304,0.429144,-0.948694,1.402417,-0.721832,1.123996,20.107422,16.416016,252.062500,-1.000000,1.999296
155,2026-03-19,16:37:29.684,5.172577,5.172890,5.171947,0.423965,0.425304,0.429134,-1.041501,1.546783,-0.866199,1.268362,20.078125,16.396484,252.500000,-1.000000,2.001805
156,2026-03-19,16:37:29.686,5.172577,5.172890,5.171883,0.423965,0.425301,0.429117,-1.041501,1.515848,-0.866199,1.268362,20.073242,16.376953,255.625000,-1.000000,2.005800
157,2026-03-19,16:37:29.688,5.172577,5.172890,5.172018,0.423965,0.425301,0.429124,-1.144620,1.649902,-0.928070,1.350857,20.048828,16.362305,251.750000,-1.000000,1.990587
158,2026-03-19,16:37:29.690,5.172577,5.172890,5.172051,0.423965,0.425301,0.429141,-0.855887,1.392105,-0.752768,1.165244,20.053711,16.367188,253.750000,-1.000000,2.004492
159,2026-03-19,16:37:29.692,5.172577,5.172890,5.172051,0.423965,0.425301,0.429121,-0.855887,1.330234,-0.680585,1.123996,20.063477,16.381836,252.500000,-1.000000,1.995560
160,2026-03-19,16:37:29.694,5.172577,5.172890,5.172156,0.423965,0.425304,0.429144,-0.855887,1.371481,-0.690897,1.103372,20.039063,16.376953,252.375000,-1.000000,2.002446
161,2026-03-19,16:37:29.696,5.172577,5.172890,5.172061,0.423965,0.425304,0.429134,-0.711520,1.175555,-0.536218,0.959006,20.068359,16.401367,248.812500,-1.000000,1.996187
162,2026-03-19,16:37:29.698,5.172577,5.172890,5.172285,0.423965,0.425304,0.429111,-0.814639,1.381793,-0.690897,1.113684,20.053711,16.372070,252.375000,-1.000000,2.000642
163,2026-03-19,16:37:29.700,5.172577,5.172890,5.172089,0.423965,0.425304,0.429138,-0.494971,1.000253,-0.391852,0.794015,20.034180,16.357422,251.187500,-1.000000,2.002926
164,2026-03-19,16:37:29.702,5.172577,5.172890,5.172041,0.423965,0.425301,0.429097,-0.845575,1.309610,-0.639337,1.041501,20.068359,16.367188,251.875000,-1.000000,1.998373
165,2026-03-19,16:37:29.704,5.172577,5.172890,5.171974,0.423965,0.425301,0.429144,-0.866199,1.340546,-0.721832,1.134308,20.014648,16.352539,252.062500,-1.000000,1.995420
166,2026-03-19,16:37:29.706,5.172577,5.172890,5.172116,0.423965,0.425301,0.429117,-0.989941,1.526160,-0.794015,1.258050,20.073242,16.391602,255.750000,-1.000000,1.999641
167,2026-03-19,16:37:29.708,5.172577,5.172890,5.172257,0.423965,0.425301,0.429155,-0.763080,1.288986,-0.598090,1.051813,20.039063,16.381836,251.812500,-1.000000,1.999687
168,2026-03-19,16:37:29.710,5.172577,5.172890,5.172170,0.423965,0.425301,0.429182,-0.556842,1.062125,-0.433099,0.855887,20.083008,16.416016,253.250000,-1.000000,1.996855
169,2026-03-19,16:37:29.712,5.172577,5.172890,5.172190,0.423965,0.425304,0.429128,-0.701208,1.175555,-0.567154,1.020877,20.097656,16.450195,252.500000,-1.000000,1.999928
170,2026-03-19,16:37:29.714,5.172577,5.172890,5.172058,0.423965,0.425304,0.429138,-0.649649,1.134308,-0.505283,0.959006,20.043945,16.386719,252.437500,-1.000000,1.999601
171,2026-03-19,16:37:29.716,5.172577,5.172890,5.172041,0.423965,0.425304,0.429165,-0.845575,1.392105,-0.711520,1.113684,20.063477,16.386719,248.062500,-1.000000,1.999525
172,2026-03-19,16:37:29.718,5.172577,5.172890,5.171954,0.423965,0.425301,0.429155,-0.876511,1.371481,-0.732144,1.175555,20.083008,16.411133,252.562500,-1.000000,1.999591
173,2026-03-19,16:37:29.720,5.172577,5.172890,5.171913,0.423965,0.425304,0.429104,-1.031189,1.526160,-0.804327,1.258050,20.097656,16.411133,251.562500,-1.000000,1.999967
174,2026-03-19,16:37:29.722,5.172577,5.172890,5.171879,0.423965,0.425301,0.429178,-1.113684,1.629279,-0.835263,1.278674,20.024414,16.357422,251.812500,-1.000000,2.003270
175,2026-03-19,16:37:29.724,5.172577,5.172890,5.171937,0.423965,0.425301,0.429188,-1.134308,1.701462,-0.948694,1.392105,20.097656,16.416016,252.062500,-1.000000,1.996317
176,2026-03-19,16:37:29.726,5.172577,5.172890,5.171970,0.423965,0.425304,0.429175,-1.062125,1.588031,-0.876511,1.288986,20.117188,16.425781,255.937500,-1.000000,1.999597
177,2026-03-19,16:37:29.728,5.172577,5.172890,5.171984,0.423965,0.425304,0.429168,-0.969318,1.557095,-0.794015,1.258050,20.097656,16.420898,252.312500,-1.000000,2.003627
178,2026-03-19,16:37:29.730,5.172577,5.172890,5.172008,0.423965,0.425304,0.429188,-1.000253,1.536471,-0.773392,1.247739,20.102539,16.396484,253.500000,-1.000000,1.995146
179,2026-03-19,16:37:29.732,5.172577,5.172890,5.171849,0.423965,0.425304,0.429151,-0.928070,1.443664,-0.732144,1.216803,20.107422,16.416016,252.437500,-1.000000,1.999754
180,2026-03-19,16:37:29.734,5.172577,5.172890,5.171832,0.423965,0.425304,0.429155,-1.185867,1.753021,-0.948694,1.423041,20.073242,16.396484,252.500000,-1.000000,2.000719
181,2026-03-19,16:37:29.736,5.172577,5.172882,5.171920,0.423965,0.425304,0.429188,-1.216803,1.763333,-0.959006,1.412729,20.097656,16.386719,248.562500,-1.000000,1.998024
182,2026-03-19,16:37:29.738,5.172577,5.172882,5.172132,0.423965,0.425301,0.429192,-1.062125,1.618967,-0.876511,1.319922,20.122070,16.420898,252.312500,-1.000000,1.999096
183,2026-03-19,16:37:29.740,5.172577,5.172882,5.172035,0.423965,0.425304,0.429175,-0.732144,1.268362,-0.577466,1.041501,20.126953,16.430664,251.687500,-1.000000,2.000587
184,2026-03-19,16:37:29.742,5.172577,5.172882,5.172014,0.423965,0.425304,0.429198,-0.907446,1.412729,-0.690897,1.082748,20.112305,16.416016,251.875000,-1.000000,1.999628
185,2026-03-19,16:37:29.744,5.172577,5.172882,5.172031,0.423965,0.425304,0.429155,-0.917758,1.340546,-0.742456,1.144620,20.141602,16.435547,252.250000,-1.000000,1.998102
186,2026-03-19,16:37:29.746,5.172577,5.172882,5.171987,0.423965,0.425304,0.429155,-0.855887,1.381793,-0.721832,1.123996,20.078125,16.406250,255.812500,-1.000000,2.001241
187,2026-03-19,16:37:29.748,5.172577,5.172882,5.172008,0.423965,0.425304,0.429168,-0.959006,1.433353,-0.752768,1.165244,20.083008,16.381836,252.062500,-1.000000,1.998716
188,2026-03-19,16:37:29.750,5.172577,5.172882,5.171947,0.423965,0.425304,0.429188,-0.907446,1.402417,-0.721832,1.144620,20.107422,16.420898,253.187500,-1.000000,2.004476
189,2026-03-19,16:37:29.752,5.172577,5.172882,5.172095,0.423965,0.425304,0.429195,-0.989941,1.505536,-0.835263,1.247739,20.107422,16.445313,252.312500,-1.000000,1.994006
190,2026-03-19,16:37:29.754,5.172577,5.172882,5.172048,0.423965,0.425304,0.429219,-0.732144,1.258050,-0.639337,1.031189,20.117188,16.435547,252.312500,-1.000000,2.000253
191,2026-03-19,16:37:29.756,5.172577,5.172882,5.172075,0.423965,0.425304,0.429195,-0.845575,1.371481,-0.690897,1.093060,20.146484,16.445313,248.500000,-1.000000,1.998139
192,2026-03-19,16:37:29.758,5.172577,5.172882,5.172004,0.423965,0.425304,0.429195,-0.794015,1.361169,-0.649649,1.051813,20.131836,16.440430,252.250000,-1.000000,2.000155
193,2026-03-19,16:37:29.760,5.172577,5.172882,5.172031,0.423965,0.425304,0.429192,-0.917758,1.402417,-0.732144,1.165244,20.126953,16.440430,252.125000,-1.000000,2.005482
194,2026-03-19,16:37:29.762,5.172577,5.172882,5.172051,0.423965,0.425304,0.429165,-0.866199,1.371481,-0.639337,1.093060,20.122070,16.411133,252.000000,-1.000000,1.999521
195,2026-03-19,16:37:29.764,5.172577,5.172882,5.172092,0.423965,0.425304,0.429188,-0.855887,1.371481,-0.680585,1.113684,20.087891,16.416016,251.937500,-1.000000,2.007999
196,2026-03-19,16:37:29.766,5.172577,5.172882,5.171987,0.423965,0.425304,0.429192,-0.783704,1.330234,-0.649649,1.082748,20.122070,16.430664,255.875000,-1.000000,1.987834
197,2026-03-19,16:37:29.768,5.172577,5.172882,5.172014,0.423965,0.425304,0.429205,-0.948694,1.484912,-0.773392,1.216803,20.126953,16.420898,251.562500,-1.000000,2.003162
198,2026-03-19,16:37:29.770,5.172577,5.172882,5.172153,0.423965,0.425304,0.429239,-0.917758,1.443664,-0.701208,1.175555,20.146484,16.445313,252.875000,-1.000000,2.000092
199,2026-03-19,16:37:29.772,5.172577,5.172882,5.172183,0.423965,0.425304,0.429188,-0.670273,1.216803,-0.536218,1.000253,20.170898,16.464844,252.187500,-1.000000,1.995052
200,2026-03-19,16:37:29.774,5.172577,5.172882,5.172156,0.423965,0.425304,0.429195,-0.618713,1.144620,-0.464035,0.959006,20.112305,16.435547,252.375000,-1.000000,1.997224
201,2026-03-19,16:37:29.776,5.172577,5.172882,5.172183,0.423965,0.425304,0.429185,-0.721832,1.247739,-0.536218,1.000253,20.141602,16.425781,248.687500,-1.000000,1.999011
202,2026-03-19,16:37:29.778,5.172577,5.172882,5.172095,0.423965,0.425304,0.429195,-0.649649,1.154932,-0.505283,0.989941,20.122070,16.420898,252.062500,-1.000000,2.000435
203,2026-03-19,16:37:29.780,5.172577,5.172882,5.172122,0.423965,0.425304,0.429171,-0.752768,1.299298,-0.639337,1.103372,20.131836,16.435547,251.500000,-1.000000,2.000062
204,2026-03-19,16:37:29.782,5.172577,5.172882,5.171967,0.423965,0.425304,0.429178,-0.721832,1.247739,-0.556842,0.989941,20.092773,16.411133,251.750000,-1.000000,1.998264
205,2026-03-19,16:37:29.784,5.172577,5.172882,5.171903,0.423965,0.425304,0.429182,-1.020877,1.588031,-0.752768,1.258050,20.107422,16.411133,252.187500,-1.000000,2.002416
206,2026-03-19,16:37:29.786,5.172577,5.172882,5.172035,0.423965,0.425304,0.429209,-1.051813,1.629279,-0.876511,1.340546,20.131836,16.420898,255.250000,-1.000000,2.001207
207,2026-03-19,16:37:29.788,5.172577,5.172882,5.172196,0.423965,0.425304,0.429192,-0.886822,1.392105,-0.690897,1.123996,20.131836,16.445313,251.687500,-1.000000,1.996584
208,2026-03-19,16:37:29.790,5.172577,5.172882,5.172085,0.423965,0.425304,0.429188,-0.639337,1.196179,-0.494971,0.948694,20.117188,16.430664,253.125000,-1.000000,2.002685
209,2026-03-19,16:37:29.792,5.172577,5.172882,5.171980,0.423965,0.425304,0.429205,-0.773392,1.268362,-0.649649,1.082748,20.117188,16.440430,252.875000,-1.000000,2.002710
210,2026-03-19,16:37:29.794,5.172577,5.172882,5.171940,0.423965,0.425304,0.429175,-0.979629,1.495224,-0.773392,1.196179,20.112305,16.445313,252.750000,-1.000000,1.992722
211,2026-03-19,16:37:29.796,5.172577,5.172882,5.171937,0.423965,0.425304,0.429205,-1.051813,1.495224,-0.814639,1.237427,20.102539,16.406250,249.062500,-1.000000,2.000199
212,2026-03-19,16:37:29.798,5.172577,5.172882,5.171940,0.423965,0.425304,0.429215,-1.020877,1.567407,-0.845575,1.258050,20.122070,16.450195,252.125000,-1.000000,1.998807
213,2026-03-19,16:37:29.800,5.172577,5.172882,5.171886,0.423965,0.425304,0.429192,-1.051813,1.526160,-0.814639,1.278674,20.141602,16.440430,252.250000,-1.000000,2.003989
214,2026-03-19,16:37:29.802,5.172577,5.172882,5.171899,0.423965,0.425304,0.429185,-1.113684,1.629279,-0.855887,1.288986,20.092773,16.425781,251.937500,-1.000000,1.995501
215,2026-03-19,16:37:29.804,5.172577,5.172882,5.172041,0.423965,0.425304,0.429205,-1.113684,1.577719,-0.917758,1.299298,20.102539,16.411133,251.937500,-1.000000,2.000434
216,2026-03-19,16:37:29.806,5.172577,5.172882,5.171977,0.423965,0.425304,0.429195,-0.886822,1.299298,-0.721832,1.103372,20.117188,16.440430,255.687500,-1.000000,1.998050
217,2026-03-19,16:37:29.808,5.172577,5.172882,5.172051,0.423965,0.425304,0.429192,-1.020877,1.433353,-0.845575,1.175555,20.122070,16.430664,252.187500,-1.000000,2.001927
218,2026-03-19,16:37:29.810,5.172577,5.172882,5.172041,0.423965,0.425304,0.429182,-0.855887,1.288986,-0.690897,1.093060,20.112305,16.425781,252.750000,-1.000000,2.001367
219,2026-03-19,16:37:29.812,5.172577,5.172882,5.172004,0.423965,0.425304,0.429188,-0.897134,1.392105,-0.742456,1.103372,20.117188,16.416016,252.687500,-1.000000,1.999474
220,2026-03-19,16:37:29.814,5.172577,5.172882,5.171916,0.423965,0.425304,0.429182,-0.948694,1.433353,-0.763080,1.154932,20.126953,16.450195,252.375000,-1.000000,1.993285
221,2026-03-19,16:37:29.816,5.172577,5.172882,5.171899,0.423965,0.425304,0.429198,-1.134308,1.598343,-0.886822,1.278674,20.126953,16.435547,249.000000,-1.000000,1.997937
222,2026-03-19,16:37:29.818,5.172577,5.172882,5.172051,0.423965,0.425304,0.429209,-1.134308,1.588031,-0.938382,1.319922,20.126953,16.430664,252.187500,-1.000000,2.001132
223,2026-03-19,16:37:29.820,5.172577,5.172882,5.171910,0.423965,0.425304,0.429219,-0.886822,1.340546,-0.711520,1.113684,20.141602,16.435547,251.812500,-1.000000,2.000277
224,2026-03-19,16:37:29.822,5.172577,5.172882,5.171943,0.423965,0.425304,0.429205,-1.123996,1.618967,-0.897134,1.278674,20.146484,16.459961,251.875000,-1.000000,2.002681
225,2026-03-19,16:37:29.824,5.172577,5.172882,5.171899,0.423965,0.425304,0.429205,-1.041501,1.484912,-0.845575,1.268362,20.122070,16.450195,252.000000,-1.000000,1.996209
226,2026-03-19,16:37:29.826,5.172577,5.172882,5.171910,0.423965,0.425304,0.429175,-1.154932,1.598343,-0.938382,1.319922,20.156250,16.435547,255.562500,-1.000000,2.002382
227,2026-03-19,16:37:29.828,5.172577,5.172882,5.171970,0.423965,0.425304,0.429202,-1.134308,1.608655,-0.907446,1.309610,20.102539,16.406250,251.687500,-1.000000,2.000880
228,2026-03-19,16:37:29.830,5.172577,5.172882,5.172028,0.423965,0.425304,0.429212,-1.020877,1.526160,-0.835263,1.258050,20.136719,16.430664,252.312500,-1.000000,1.999521
229,2026-03-19,16:37:29.832,5.172577,5.172882,5.171920,0.423965,0.425304,0.429229,-0.948694,1.464288,-0.773392,1.175555,20.161133,16.450195,252.500000,-1.000000,2.002266
230,2026-03-19,16:37:29.834,5.172577,5.172882,5.171940,0.423965,0.425304,0.429239,-1.134308,1.608655,-0.897134,1.319922,20.170898,16.455078,252.375000,-1.000000,1.998758
231,2026-03-19,16:37:29.836,5.172577,5.172882,5.171964,0.423965,0.425304,0.429232,-1.093060,1.557095,-0.845575,1.278674,20.180664,16.455078,248.937500,-1.000000,1.998327
232,2026-03-19,16:37:29.838,5.172577,5.172882,5.171947,0.423965,0.425304,0.429222,-1.031189,1.515848,-0.855887,1.247739,20.161133,16.459961,252.437500,-1.000000,1.998930
233,2026-03-19,16:37:29.840,5.172577,5.172882,5.171910,0.423965,0.425304,0.429195,-1.020877,1.546783,-0.855887,1.278674,20.141602,16.440430,252.062500,-1.000000,2.001706
234,2026-03-19,16:37:29.842,5.172577,5.172882,5.171866,0.423965,0.425304,0.429205,-1.103372,1.588031,-0.907446,1.319922,20.122070,16.450195,252.250000,-1.000000,1.997097
235,2026-03-19,16:37:29.844,5.172577,5.172882,5.171839,0.423965,0.425304,0.429219,-1.165244,1.691150,-0.969318,1.392105,20.136719,16.430664,251.875000,-1.000000,1.996030
236,2026-03-19,16:37:29.846,5.172577,5.172882,5.171920,0.423965,0.425304,0.429209,-1.175555,1.722085,-0.989941,1.423041,20.156250,16.464844,255.437500,-1.000000,2.003108
237,2026-03-19,16:37:29.848,5.172577,5.172882,5.171825,0.423965,0.425304,0.429198,-1.062125,1.546783,-0.866199,1.299298,20.131836,16.430664,252.187500,-1.000000,1.995458
238,2026-03-19,16:37:29.850,5.172577,5.172882,5.171802,0.423965,0.425304,0.429205,-1.175555,1.732397,-1.000253,1.464288,20.131836,16.420898,252.687500,-1.000000,2.006846
239,2026-03-19,16:37:29.852,5.172577,5.172882,5.171863,0.423965,0.425304,0.429225,-1.258050,1.773645,-1.041501,1.443664,20.126953,16.435547,252.812500,-1.000000,1.993304
240,2026-03-19,16:37:29.854,5.172577,5.172874,5.171984,0.423965,0.425304,0.429182,-1.154932,1.670526,-0.948694,1.381793,20.151367,16.469727,252.625000,-1.000000,2.006305
241,2026-03-19,16:37:29.856,5.172577,5.172874,5.171913,0.423965,0.425304,0.429219,-1.000253,1.474600,-0.783704,1.206491,20.122070,16.420898,249.312500,-1.000000,1.993677
242,2026-03-19,16:37:29.858,5.172577,5.172874,5.171920,0.423965,0.425304,0.429239,-1.113684,1.567407,-0.897134,1.309610,20.151367,16.464844,252.437500,-1.000000,1.999147
243,2026-03-19,16:37:29.860,5.172577,5.172874,5.171842,0.423965,0.425304,0.429212,-1.072436,1.526160,-0.886822,1.309610,20.170898,16.459961,252.187500,-1.000000,2.002484
244,2026-03-19,16:37:29.862,5.172577,5.172874,5.171808,0.423965,0.425304,0.429225,-1.175555,1.660214,-1.000253,1.392105,20.146484,16.455078,251.750000,-1.000000,1.996256
245,2026-03-19,16:37:29.864,5.172577,5.172874,5.171933,0.423965,0.425304,0.429225,-1.309610,1.732397,-1.051813,1.443664,20.156250,16.474609,251.875000,-1.000000,1.998489
246,2026-03-19,16:37:29.866,5.172577,5.172874,5.171822,0.423965,0.425304,0.429242,-1.082748,1.505536,-0.897134,1.258050,20.146484,16.459961,255.375000,-1.000000,1.998699
247,2026-03-19,16:37:29.868,5.172577,5.172874,5.171863,0.423965,0.425304,0.429215,-1.278674,1.732397,-1.041501,1.381793,20.180664,16.464844,252.062500,-1.000000,1.999971
248,2026-03-19,16:37:29.870,5.172577,5.172874,5.171829,0.423965,0.425304,0.429236,-1.175555,1.577719,-0.959006,1.361169,20.146484,16.445313,252.187500,-1.000000,2.000348
249,2026-03-19,16:37:29.872,5.172577,5.172867,5.171842,0.423965,0.425304,0.429178,-1.268362,1.691150,-1.051813,1.412729,20.151367,16.474609,252.500000,-1.000000,2.001137
250,2026-03-19,16:37:29.874,5.172577,5.172867,5.171680,0.423965,0.425304,0.429215,-1.268362,1.649902,-1.010565,1.350857,20.107422,16.406250,252.687500,-1.000000,2.006248
251,2026-03-19,16:37:29.876,5.172577,5.172867,5.171707,0.423965,0.425304,0.429171,-1.515848,1.876764,-1.247739,1.567407,20.141602,16.455078,249.250000,-1.000000,1.991619
252,2026-03-19,16:37:29.878,5.172577,5.172867,5.171869,0.423965,0.425304,0.429195,-1.474600,1.845828,-1.227115,1.515848,20.097656,16.406250,252.000000,-1.000000,1.997788
253,2026-03-19,16:37:29.880,5.172577,5.172867,5.171782,0.423965,0.425304,0.429192,-1.247739,1.567407,-1.010565,1.299298,20.122070,16.420898,252.000000,-1.000000,2.002552
254,2026-03-19,16:37:29.882,5.172577,5.172867,5.171764,0.423965,0.425304,0.429171,-1.340546,1.711774,-1.113684,1.412729,20.126953,16.430664,251.875000,-1.000000,1.998999
255,2026-03-19,16:37:29.884,5.172577,5.172867,5.171808,0.423965,0.425304,0.429192,-1.402417,1.722085,-1.165244,1.433353,20.083008,16.401367,252.187500,-1.000000,2.001332
256,2026-03-19,16:37:29.886,5.172577,5.172859,5.171758,0.423965,0.425304,0.429171,-1.309610,1.691150,-1.072436,1.381793,20.107422,16.425781,254.687500,-1.000000,2.004678
257,2026-03-19,16:37:29.888,5.172577,5.172859,5.171839,0.423965,0.425304,0.429138,-1.402417,1.773645,-1.123996,1.433353,20.102539,16.391602,252.250000,-1.000000,1.999976
258,2026-03-19,16:37:29.890,5.172577,5.172859,5.171788,0.423965,0.425304,0.429168,-1.227115,1.598343,-1.020877,1.299298,20.068359,16.367188,252.250000,-1.000000,1.994270
259,2026-03-19,16:37:29.892,5.172577,5.172859,5.171680,0.423965,0.425304,0.429161,-1.350857,1.701462,-1.113684,1.402417,20.097656,16.406250,252.250000,-1.000000,1.997560
260,2026-03-19,16:37:29.894,5.172577,5.172859,5.171754,0.423965,0.425304,0.429205,-1.515848,1.876764,-1.237427,1.546783,20.092773,16.401367,252.312500,-1.000000,2.008964
261,2026-03-19,16:37:29.896,5.172577,5.172859,5.171690,0.423965,0.425304,0.429192,-1.392105,1.711774,-1.134308,1.412729,20.146484,16.425781,249.000000,-1.000000,1.995782
262,2026-03-19,16:37:29.898,5.172577,5.172859,5.171893,0.423965,0.425304,0.429225,-1.515848,1.845828,-1.237427,1.515848,20.126953,16.411133,252.187500,-1.000000,1.993136
263,2026-03-19,16:37:29.900,5.172577,5.172859,5.171774,0.423965,0.425304,0.429215,-1.185867,1.515848,-0.928070,1.227115,20.146484,16.469727,252.187500,-1.000000,2.006582
264,2026-03-19,16:37:29.902,5.172577,5.172859,5.171798,0.423965,0.425304,0.429232,-1.268362,1.701462,-1.093060,1.433353,20.146484,16.435547,251.750000,-1.000000,1.992484
265,2026-03-19,16:37:29.904,5.172577,5.172859,5.171717,0.423965,0.425304,0.429225,-1.258050,1.670526,-1.051813,1.402417,20.166016,16.459961,252.125000,-1.000000,1.999274
